#dif_id	chip_id	chan_id	x   		y		z		view	plane   slot	px
1		2		3		-1		    -1		-1		-1		-1		-1		12
1		2		4		-1		    -1		-1		-1		-1		-1		13
1		2		5		-1		    -1		-1		-1		-1		-1		14
1		2		6		-1		    -1		-1		-1		-1		-1		15
1		2		7		-1		    -1		-1		-1		-1		-1		16
1		2		8		337.5		900		1100	1		2		5		8
1		2		9		251.5		900		1100	1		4		5		6
1		2		10		165.5		900		1100	1		6		5		4
1		2		11		79.5		900		1100	1		8		5		2
1		2		12		294.5		900		1100	1		3		5		7
1		2		13		208.5		900		1100	1		5		5		5
1		2		14		122.5		900		1100	1		7		5		3
1		2		15		36.5		900		1100	1		9		5		1
1		2		16		-1		    -1		-1		-1		-1		-1		32
1		2		17		36.5		900		1500	1		9		7		30
1		2		18		122.5		900		1500	1		7		7		28
1		2		19		208.5		900		1500	1		5		7		26
1		2		20		294.5		900		1500	1		3		7		24
1		2		21		380.5		900		1500	1		1		7		22
1		2		22		423.5		900		1300	1		0		6		20
1		2		23		337.5		900		1300	1		2		6		18
1		2		24		337.5		900		1500	1		2		7		23
1		2		25		423.5		900		1500	1		0		7		21
1		2		26		294.5		900		1300	1		3		6		17
1		2		27		380.5		900		1300	1		1		6		19
1		2		28		251.5		900		1500	1		4		7		25
1		2		29		165.5		900		1500	1		6		7		27
1		2		30		79.5		900		1500	1		8		7		29
1		2		31		-1		    -1		-1		-1		-1		-1		31
2		0		0		380.5		900		1500	0		8		7		9
2		0		1		423.5		900		1500	0		9		7		10
2		0		2		36.5		900		1300	0		0		6		11
2		0		3		79.5		900		1300	0		1		6		12
2		0		4		122.5		900		1300	0		2		6		13
2		0		5		165.5		900		1300	0		3		6		14
2		0		6		208.5		900		1300	0		4		6		15
2		0		7		251.5		900		1300	0		5		6		16
2		0		8		337.5		900		1500	0		7		7		8
2		0		9		251.5		900		1500	0		5		7		6
2		0		10		165.5		900		1500	0		3		7		4
2		0		11		79.5		900		1500	0		1		7		2
2		0		12		294.5		900		1500	0		6		7		7
2		0		13		208.5		900		1500	0		4		7		5
2		0		14		122.5		900		1500	0		2		7		3
2		0		15		36.5		900		1500	0		0		7		1
2		0		16		-1		    -1		-1		-1		-1		-1		32
2		0		17		423.5		900		1100	0		9		5		30
2		0		18		337.5		900		1100	0		7		5		28
2		0		19		251.5		900		1100	0		5		5		26
2		0		20		165.5		900		1100	0		3		5		24
2		0		21		79.5		900		1100	0		1		5		22
2		0		22		423.5		900		1300	0		9		6		20
2		0		23		337.5		900		1300	0		7		6		18
2		0		24		122.5		900		1100	0		2		5		23
2		0		25		36.5		900		1100	0		0		5		21
2		0		26		294.5		900		1300	0		6		6		17
2		0		27		380.5		900		1300	0		8		6		19
2		0		28		208.5		900		1100	0		4		5		25
2		0		29		294.5		900		1100	0		6		5		27
2		0		30		380.5		900		1100	0		8		5		29
2		0		31		-1		    -1		-1		-1		-1		-1		31
2		1		0		380.5		900		900		0		8		4		9
2		1		1		423.5		900		900		0		9		4		10
2		1		2		36.5		900		700		0		0		3		11
2		1		3		79.5		900		700		0		1		3		12
2		1		4		122.5		900		700		0		2		3		13
2		1		5		165.5		900		700		0		3		3		14
2		1		6		208.5		900		700		0		4		3		15
2		1		7		251.5		900		700		0		5		3		16
2		1		8		337.5		900		900		0		7		4		8
2		1		9		251.5		900		900		0		5		4		6
2		1		10		165.5		900		900		0		3		4		4
2		1		11		79.5		900		900		0		1		4		2
2		1		12		294.5		900		900		0		6		4		7
2		1		13		208.5		900		900		0		4		4		5
2		1		14		122.5		900		900		0		2		4		3
2		1		15		36.5		900		900		0		0		4		1
2		1		16		-1		    -1		-1		-1		-1		-1		32
2		1		17		-1		    -1		-1		-1		-1		-1		30
2		1		18		-1		    -1		-1		-1		-1		-1		28
2		1		19		-1		    -1		-1		-1		-1		-1		26
2		1		20		-1		    -1		-1		-1		-1		-1		24
2		1		21		-1		    -1		-1		-1		-1		-1		22
2		1		22		423.5		900		700		0		9		3		20
2		1		23		337.5		900		700		0		7		3		18
2		1		24		-1		    -1		-1		-1		-1		-1		23
2		1		25		-1		    -1		-1		-1		-1		-1		21
2		1		26		294.5		900		700		0		6		3		17
2		1		27		380.5		900		700		0		8		3		19
2		1		28		-1		    -1		-1		-1		-1		-1		25
2		1		29		-1		    -1		-1		-1		-1		-1		27
2		1		30		-1		    -1		-1		-1		-1		-1		29
2		1		31		-1		    -1		-1		-1		-1		-1		31
2		2		0		380.5		900		500		0		8		2		9
2		2		1		423.5		900		500		0		9		2		10
2		2		2		36.5		900		300		0		0		1		11
2		2		3		79.5		900		300		0		1		1		12
2		2		4		122.5		900		300		0		2		1		13
2		2		5		165.5		900		300		0		3		1		14
2		2		6		208.5		900		300		0		4		1		15
2		2		7		251.5		900		300		0		5		1		16
2		2		8		337.5		900		500		0		7		2		8
2		2		9		251.5		900		500		0		5		2		6
2		2		10		165.5		900		500		0		3		2		4
2		2		11		79.5		900		500		0		1		2		2
2		2		12		294.5		900		500		0		6		2		7
2		2		13		208.5		900		500		0		4		2		5
2		2		14		122.5		900		500		0		2		2		3
2		2		15		36.5		900		500		0		0		2		1
2		2		16		-1		    -1		-1		-1		-1		-1		32
2		2		17		423.5		900		100		0		9		0		30
2		2		18		337.5		900		100		0		7		0		28
2		2		19		251.5		900		100		0		5		0		26
2		2		20		165.5		900		100		0		3		0		24
2		2		21		79.5		900		100		0		1		0		22
2		2		22		423.5		900		300		0		9		1		20
2		2		23		337.5		900		300		0		7		1		18
2		2		24		122.5		900		100		0		2		0		23
2		2		25		36.5		900		100		0		0		0		21
2		2		26		294.5		900		300		0		6		1		17
2		2		27		380.5		900		300		0		8		1		19
2		2		28		208.5		900		100		0		4		0		25
2		2		29		294.5		900		100		0		6		0		27
2		2		30		380.5		900		100		0		8		0		29
2		2		31		-1		    -1		-1		-1		-1		-1		31
3		0		0		-1		    900		-1		-1		-1		-1		9
3		0		1		-1		    900		-1		-1		-1		-1		10
3		0		2		-1		    900		-1		-1		-1		-1		11
3		0		3		-1		    900		-1		-1		-1		-1		12
3		0		4		-1		    900		-1		-1		-1		-1		13
3		0		5		-1		    900		-1		-1		-1		-1		14
3		0		6		-1		    900		-1		-1		-1		-1		15
3		0		7		-1		    900		-1		-1		-1		-1		16
3		0		8		337.5		900		1500	1		7		7		8
3		0		9		251.5		900		1500	1		5		7		6
3		0		10		165.5		900		1500	1		3		7		4
3		0		11		79.5		900		1500	1		1		7		2
3		0		12		294.5		900		1500	1		6		7		7
3		0		13		208.5		900		1500	1		4		7		5
3		0		14		122.5		900		1500	1		2		7		3
3		0		15		36.5		900		1500	1		0		7		1
3		0		16		-1		    -1		-1		-1		-1		-1		32
3		0		17		423.5		900		1100	1		9		5		30
3		0		18		337.5		900		1100	1		7		5		28
3		0		19		251.5		900		1100	1		5		5		26
3		0		20		165.5		900		1100	1		3		5		24
3		0		21		79.5		900		1100	1		1		5		22
3		0		22		423.5		900		1300	1		9		6		20
3		0		23		337.5		900		1300	1		7		6		18
3		0		24		122.5		900		1100	1		2		5		23
3		0		25		36.5		900		1100	1		0		5		21
3		0		26		294.5		900		1300	1		6		6		17
3		0		27		380.5		900		1300	1		8		6		19
3		0		28		208.5		900		1100	1		4		5		25
3		0		29		294.5		900		1100	1		6		5		27
3		0		30		380.5		900		1100	1		8		5		29
3		0		31		-1		    -1		-1		-1		-1		-1		31
3		1		0		380.5		900		900		1		8		4		9
3		1		1		423.5		900		900		1		9		4		10
3		1		2		36.5		900		700		1		0		3		11
3		1		3		79.5		900		700		1		1		3		12
3		1		4		122.5		900		700		1		2		3		13
3		1		5		165.5		900		700		1		3		3		14
3		1		6		208.5		900		700		1		4		3		15
3		1		7		251.5		900		700		1		5		3		16
3		1		8		337.5		900		900		1		7		4		8
3		1		9		251.5		900		900		1		5		4		6
3		1		10		165.5		900		900		1		3		4		4
3		1		11		79.5		900		900		1		1		4		2
3		1		12		294.5		900		900		1		6		4		7
3		1		13		208.5		900		900		1		4		4		5
3		1		14		122.5		900		900		1		2		4		3
3		1		15		36.5		900		900		1		0		4		1
3		1		16		-1		    -1		-1		-1		-1		-1		32
3		1		17		-1		    -1		-1		-1		-1		-1		30
3		1		18		251.5		900		1300	1		5		6		28
3		1		19		165.5		900		1300	1		3		6		26
3		1		20		79.5		900		1300	1		1		6		24
3		1		21		423.5		900		1500	1		9		7		22
3		1		22		423.5		900		700		1		9		3		20
3		1		23		337.5		900		700		1		7		3		18
3		1		24		36.5		900		1300	1		0		6		23
3		1		25		380.5		900		1500	1		8		7		21
3		1		26		294.5		900		700		1		6		3		17
3		1		27		380.5		900		700		1		8		3		19
3		1		28		122.5		900		1300	1		2		6		25
3		1		29		208.5		900		1300	1		4		6		27
3		1		30		-1		    -1		-1		-1		-1		-1		29
3		1		31		-1		    -1		-1		-1		-1		-1		31
3		2		0		380.5		900		500		1		8		2		9
3		2		1		423.5		900		500		1		9		2		10
3		2		2		36.5		900		300		1		0		1		11
3		2		3		79.5		900		300		1		1		1		12
3		2		4		122.5		900		300		1		2		1		13
3		2		5		165.5		900		300		1		3		1		14
3		2		6		208.5		900		300		1		4		1		15
3		2		7		251.5		900		300		1		5		1		16
3		2		8		337.5		900		500		1		7		2		8
3		2		9		251.5		900		500		1		5		2		6
3		2		10		165.5		900		500		1		3		2		4
3		2		11		79.5		900		500		1		1		2		2
3		2		12		294.5		900		500		1		6		2		7
3		2		13		208.5		900		500		1		4		2		5
3		2		14		122.5		900		500		1		2		2		3
3		2		15		36.5		900		500		1		0		2		1
3		2		16		-1		    -1		-1		-1		-1		-1		32
3		2		17		423.5		900		100		1		9		0		30
3		2		18		337.5		900		100		1		7		0		28
3		2		19		251.5		900		100		1		5		0		26
3		2		20		165.5		900		100		1		3		0		24
3		2		21		79.5		900		100		1		1		0		22
3		2		22		423.5		900		300		1		9		1		20
3		2		23		337.5		900		300		1		7		1		18
3		2		24		122.5		900		100		1		2		0		23
3		2		25		36.5		900		100		1		0		0		21
3		2		26		294.5		900		300		1		6		1		17
3		2		27		380.5		900		300		1		8		1		19
3		2		28		208.5		900		100		1		4		0		25
3		2		29		294.5		900		100		1		6		0		27
3		2		30		380.5		900		100		1		8		0		29
3		2		31		-1		    -1		-1		-1		-1		-1		31
